"구분","총합계","","강남구","","강동구","","강북구","","강서구","","관악구","","광진구","","구로구","","금천구","","노원구","","도봉구","","동대문구","","동작구","","마포구","","서대문구","","서초구","","성동구","","성북구","","송파구","","양천구","","영등포구","","용산구","","은평구","","종로구","","중구","","중랑구","","기타","","타시도",""
"","확진","사망","확진","사망","확진","사망","확진","사망","확진","사망","확진","사망","확진","사망","확진","사망","확진","사망","확진","사망","확진","사망","확진","사망","확진","사망","확진","사망","확진","사망","확진","사망","확진","사망","확진","사망","확진","사망","확진","사망","확진","사망","확진","사망","확진","사망","확진","사망","확진","사망","확진","사망","확진","사망","확진","사망"
"2/3/2022","6,154","3","186","1","462","0","145","0","233","0","164","0","221","0","216","1","186","0","216","0","212","0","184","0","225","0","227","0","182","0","411","0","159","0","334","0","474","0","329","0","234","0","175","1","191","0","70","0","110","0","210","0","17","0","381","0"
"2/4/2022","8,588","5","260","0","436","0","204","0","305","1","588","0","283","1","341","0","198","1","497","0","241","0","276","0","480","0","334","0","170","0","477","0","227","0","386","0","771","2","358","0","294","0","160","0","385","0","106","0","90","0","242","0","0","0","479","0"
"2/5/2022","7,817","4","238","1","479","0","223","0","186","0","363","0","322","0","269","0","159","1","377","0","257","0","280","0","388","0","207","0","184","0","398","0","310","0","265","1","713","0","372","1","321","0","151","0","314","0","106","0","97","0","303","0","4","0","531","0"
"2/6/2022","6,881","2","166","0","386","0","213","0","316","0","377","0","287","0","236","0","155","0","220","1","220","0","217","0","340","1","258","0","145","0","316","0","53","0","289","0","695","0","400","0","278","0","147","0","272","0","77","0","94","0","311","0","3","0","410","0"
"2/7/2022","5,905","4","467","0","363","0","219","0","168","1","170","0","301","0","229","0","108","0","247","0","218","0","225","1","275","0","252","0","232","0","220","0","102","0","295","0","223","1","279","0","239","0","122","1","295","0","56","0","16","0","247","0","0","0","337","0"
"2/8/2022","11,662","3","823","0","474","0","239","0","321","0","289","1","382","0","443","0","263","0","941","0","348","0","360","1","455","0","401","0","261","1","428","0","236","0","605","0","1,048","0","477","0","392","0","246","0","700","0","143","0","212","0","536","0","140","0","499","0"
"2/9/2022","11,872","5","843","0","724","0","237","0","894","0","670","1","457","0","467","0","237","1","703","0","330","0","340","0","413","1","425","0","437","0","418","0","332","0","482","0","697","0","482","0","447","0","217","0","563","1","92","0","106","0","288","0","3","0","568","1"
"2/10/2022","11,529","7","546","0","642","0","342","0","554","0","950","0","438","0","401","1","308","2","516","0","398","0","401","0","383","0","365","0","349","1","489","1","168","0","525","0","694","0","476","0","455","0","241","0","561","1","162","0","105","0","467","0","0","0","593","1"
"2/11/2022","13,195","3","918","1","689","0","254","0","992","0","696","0","419","0","489","0","297","0","542","1","405","0","470","0","503","0","485","0","403","0","510","0","237","0","537","0","738","0","485","0","402","0","239","0","693","0","214","0","120","0","488","0","0","1","970","0"
"2/12/2022","11,818","10","747","0","664","0","307","0","655","1","595","0","448","0","483","0","230","1","457","1","361","0","375","0","435","1","475","0","199","1","431","2","406","0","615","0","799","0","534","1","357","1","248","0","453","0","184","0","111","0","522","0","28","1","699","0"
"2/13/2022","11,527","5","631","0","543","1","338","0","681","0","590","0","475","0","421","0","265","1","1,133","0","326","0","346","0","420","0","409","0","259","0","387","1","336","0","458","0","725","1","491","0","384","0","257","0","412","0","96","0","91","0","317","1","0","0","736","0"
"2/14/2022","12,438","7","818","0","528","1","349","0","795","0","387","0","452","1","397","1","330","0","814","0","411","0","444","0","406","0","374","1","470","0","440","0","316","0","467","0","681","0","617","0","423","1","219","0","719","1","182","0","138","0","416","0","0","0","845","1"
"2/15/2022","18,870","8","1,035","1","1,180","0","632","0","542","0","929","0","743","2","881","0","277","0","943","1","568","0","771","0","753","0","754","0","557","0","765","2","639","0","917","0","1,355","0","814","0","675","0","340","0","707","0","226","0","179","0","786","0","1","0","901","2"
"2/16/2022","19,683","7","1,164","0","1,064","0","592","0","744","0","1,105","0","864","0","686","1","404","1","926","0","617","0","737","0","864","0","703","0","628","0","784","0","803","0","940","0","1,219","2","767","0","620","0","407","1","698","1","246","0","221","0","617","1","0","0","1,263","0"
"2/17/2022","25,634","8","1,202","0","1,248","0","631","0","1,430","1","1,352","1","862","1","1,032","0","597","0","1,512","2","942","0","801","0","1,028","0","955","1","714","0","986","0","683","0","1,094","0","1,697","0","975","0","1,099","1","493","0","1,095","0","350","0","257","0","1,017","0","2","0","1,580","1"
"2/18/2022","23,177","11","1,172","0","1,094","0","671","0","1,603","0","1,202","0","844","1","866","1","500","0","1,500","1","718","0","762","1","960","1","870","1","528","0","939","1","767","0","982","0","1,489","1","1,033","3","867","0","401","0","881","0","207","0","283","0","833","0","2","0","1,203","0"
"2/19/2022","22,087","4","1,099","0","1,300","0","693","2","950","0","1,272","0","918","0","858","1","678","0","1,264","1","793","0","889","0","832","0","930","0","418","0","706","0","805","0","926","0","1,414","0","734","0","679","0","408","0","743","0","308","0","233","0","961","0","3","0","1,273","0"
"2/20/2022","20,008","10","1,101","0","1,009","2","561","0","1,376","0","662","1","724","1","741","1","393","1","1,119","0","639","1","639","1","968","0","756","0","523","2","809","0","723","0","812","0","1,727","0","787","0","664","0","463","0","489","0","308","0","217","0","699","0","7","0","1,092","0"
"2/21/2022","21,787","10","1,488","0","825","1","540","0","1,691","0","739","1","729","1","826","0","461","0","993","0","730","0","715","1","604","2","747","0","550","0","838","1","729","0","889","0","1,467","0","1,103","0","896","0","268","0","1,080","0","203","0","247","0","769","2","14","0","1,646","1"
"2/22/2022","41,455","13","2,255","0","2,069","3","1,068","0","2,449","1","1,987","0","1,338","2","1,369","0","777","2","1,823","1","950","0","1,307","0","1,593","0","1,465","0","1,189","0","1,706","0","1,401","0","1,691","0","3,111","0","1,710","1","1,496","0","896","0","2,012","1","509","0","473","0","1,536","2","7","0","3,268","0"
"2/23/2022","37,157","11","1,980","0","1,816","1","978","0","2,615","0","1,740","1","1,300","1","1,436","0","940","0","1,537","2","957","0","1,238","1","1,460","0","1,274","1","939","0","1,428","0","1,178","0","1,583","0","2,336","2","1,832","0","1,297","0","706","0","1,768","1","493","0","453","0","1,411","0","2","0","2,460","1"
"2/24/2022","35,581","12","2,166","1","1,793","2","1,060","0","1,826","0","1,713","1","1,264","0","1,317","0","677","0","1,943","0","898","1","1,198","2","1,387","0","1,329","0","1,118","0","1,722","1","1,117","1","1,464","0","2,365","1","1,538","0","1,263","0","714","0","1,277","0","480","1","414","0","1,284","0","24","1","2,230","0"
"2/25/2022","36,821","19","1,747","1","1,639","2","982","2","2,249","0","1,774","1","1,296","1","1,425","0","637","1","1,708","0","1,279","0","1,225","0","1,306","1","1,347","0","905","0","1,482","0","1,222","0","1,423","1","2,183","2","2,100","2","1,704","0","684","0","1,644","0","453","0","442","0","1,431","2","12","2","2,522","1"
"2/26/2022","35,337","7","1,683","1","1,744","0","965","0","2,114","0","1,603","0","1,360","1","1,410","0","655","0","1,424","0","1,039","1","1,321","1","1,347","0","1,369","0","960","0","1,339","1","1,188","0","1,490","0","2,737","1","1,094","0","1,530","0","701","0","1,604","0","488","0","371","0","1,317","1","16","0","2,468","0"
"2/27/2022","27,967","36","1,480","1","1,181","1","723","0","1,670","1","1,170","1","1,103","0","1,017","0","519","6","1,209","2","898","1","924","2","1,304","0","1,145","1","626","1","1,190","1","813","0","1,111","2","2,060","3","1,261","2","903","3","608","0","1,309","1","392","0","285","1","1,088","1","12","1","1,966","4"
"2/28/2022","27,877","26","1,444","2","1,093","2","781","2","1,219","0","920","1","1,074","3","1,043","0","945","1","1,781","0","935","0","1,136","2","715","1","1,022","0","873","1","886","1","913","1","1,336","0","1,689","2","1,594","0","1,432","1","459","0","1,073","1","301","0","312","0","1,083","2","8","1","1,810","2"
"3/1/2022","46,924","18","2,252","0","2,627","2","1,462","2","2,237","0","2,657","0","1,877","0","2,241","1","442","0","1,925","3","1,300","1","1,950","0","2,282","1","1,877","0","408","0","1,741","1","1,704","0","1,973","2","3,515","1","1,569","0","1,806","2","970","1","1,640","1","725","0","684","0","2,192","0","7","0","2,861","0"
"3/2/2022","43,667","18","2,084","1","1,613","2","1,057","0","2,949","0","2,004","0","1,597","0","1,407","2","1,528","0","1,686","0","1,368","0","1,260","0","1,557","1","1,475","0","2,190","1","1,883","2","1,351","1","1,845","1","3,023","1","2,193","0","1,529","1","735","0","2,417","0","440","0","466","0","1,251","1","13","1","2,746","3"
"3/3/2022","59,256","34","2,796","0","2,604","2","1,627","2","3,117","0","2,758","0","2,055","0","2,325","0","1,645","0","3,506","6","1,692","0","2,123","2","1,993","0","2,285","0","2,302","1","2,458","1","1,935","2","2,450","0","3,720","3","2,371","0","2,097","1","1,208","3","2,476","3","733","3","637","1","2,521","1","7","1","3,815","2"
"3/4/2022","53,179","31","2,368","1","2,220","1","1,423","1","3,139","1","2,503","2","1,924","0","2,135","1","1,210","1","2,826","1","1,551","0","1,729","0","2,091","3","1,949","4","1,959","1","1,896","0","1,638","4","2,354","4","3,603","0","2,312","0","2,224","2","1,068","1","2,398","0","671","0","594","0","1,960","0","15","1","3,419","2"
"3/5/2022","49,438","26","2,326","0","2,298","6","1,299","3","2,958","0","2,193","1","1,923","1","2,042","0","1,108","0","1,973","0","1,497","0","1,826","1","1,995","1","1,839","0","1,137","1","1,595","0","1,599","1","2,228","4","3,531","0","2,107","1","2,187","0","1,045","0","2,235","1","676","1","644","0","2,062","2","13","1","3,102","1"
"3/6/2022","39,546","23","1,849","1","1,725","1","976","0","2,401","0","1,688","0","1,582","3","1,607","0","998","1","1,545","1","1,345","1","1,360","2","1,622","0","1,497","0","1,113","1","1,702","2","1,287","3","1,712","0","2,782","4","1,853","0","1,366","2","768","0","1,906","0","572","0","441","0","1,486","0","22","0","2,341","1"
"3/7/2022","37,472","25","1,958","2","1,588","1","1,187","1","1,744","0","1,482","0","1,428","2","1,186","0","908","1","2,261","1","1,392","1","1,569","2","1,012","0","1,289","1","1,971","3","1,437","1","992","0","1,711","0","2,535","2","1,481","1","1,202","0","644","0","1,686","1","404","1","415","1","1,565","0","12","1","2,413","2"
"3/8/2022","74,215","23","3,357","2","3,358","0","2,223","0","4,192","0","3,336","1","2,733","1","3,237","2","1,713","0","3,443","0","2,255","0","2,837","1","3,209","1","2,631","0","2,217","0","2,870","0","2,375","1","3,218","3","4,786","1","2,961","2","3,302","0","1,563","0","3,147","2","1,100","1","945","0","3,130","2","30","1","4,047","2"
"3/9/2022","66,842","31","2,805","0","3,118","0","1,856","2","4,427","3","4,157","1","2,525","3","2,862","1","1,648","3","3,075","2","1,914","0","2,237","2","2,840","0","2,314","1","1,176","1","2,323","1","2,032","1","3,118","3","4,370","2","2,329","1","2,864","0","1,403","0","3,052","0","867","0","802","0","2,458","2","9","1","4,261","1"
"3/10/2022","56,590","32","2,809","2","1,951","1","1,425","0","2,831","2","2,809","4","2,036","1","2,178","2","1,372","1","2,520","3","1,665","0","2,102","3","2,331","1","2,035","0","2,138","2","2,753","0","1,884","2","2,602","2","3,555","1","3,155","0","1,967","0","977","2","2,582","0","816","0","764","1","1,930","1","23","0","3,380","1"
"3/11/2022","80,424","46","4,046","1","3,742","3","2,390","3","4,337","2","3,912","2","2,862","3","3,262","1","1,492","1","3,833","1","2,483","0","2,868","1","3,200","2","2,928","1","2,853","2","3,115","2","2,591","1","3,374","4","4,957","3","3,212","1","3,548","2","1,699","0","3,699","2","982","2","962","0","3,362","0","13","2","4,702","4"
"3/12/2022","67,798","29","3,192","1","3,064","0","2,054","1","4,280","3","3,646","2","1,943","0","2,497","2","1,422","0","2,396","2","2,294","0","2,657","3","2,989","0","2,536","1","1,281","0","2,499","0","2,139","0","3,341","3","4,755","2","2,843","1","2,373","1","1,488","0","3,200","1","998","0","907","0","2,746","4","15","1","4,243","1"
"3/13/2022","56,785","24","2,787","1","1,836","1","1,517","1","3,105","3","2,594","1","2,784","1","2,935","1","1,733","1","2,419","1","1,722","0","1,976","1","2,527","0","2,290","0","1,021","1","1,834","0","1,754","1","2,300","2","4,410","2","2,421","0","2,300","2","1,213","0","2,594","1","863","0","641","0","2,050","2","16","0","3,143","1"
"3/14/2022","66,047","42","2,697","4","2,606","1","2,397","1","3,310","4","3,014","2","2,371","0","2,214","2","1,542","1","5,083","0","2,167","1","2,689","3","1,895","2","2,589","1","3,285","2","2,332","1","2,196","3","2,943","2","3,734","2","2,674","2","2,316","1","1,202","1","2,899","2","583","1","803","0","3,258","2","67","0","3,181","1"
"3/15/2022","81,367","26","2,766","1","5,289","1","2,248","1","3,110","0","4,642","2","2,244","2","3,491","2","2,091","2","3,829","1","2,383","0","2,409","3","3,037","0","2,780","0","2,176","0","3,597","2","2,313","0","2,551","1","7,424","2","4,263","1","2,585","2","1,056","0","4,834","2","1,569","0","1,177","0","3,082","0","26","0","4,395","1"
"3/16/2022","128,314","67","5,427","1","4,392","3","3,570","4","7,138","2","7,300","0","4,891","3","5,902","3","3,529","4","5,864","3","4,024","0","4,950","3","5,942","2","4,766","2","3,999","7","4,729","0","3,604","1","6,699","4","6,985","1","4,893","2","5,412","3","3,287","2","5,073","6","1,823","0","1,761","0","4,936","4","93","1","7,325","6"
"3/17/2022","81,971","41","3,892","0","3,628","2","2,250","0","6,368","1","3,067","2","2,981","2","3,122","2","1,950","1","2,900","2","2,513","1","3,196","4","3,020","0","2,702","2","3,284","5","2,802","0","2,649","2","3,748","0","5,102","2","3,723","1","3,691","4","2,046","0","3,557","4","1,175","2","977","0","2,819","1","41","1","4,768","0"
"3/18/2022","82,081","47","5,314","1","2,953","1","2,026","1","3,990","3","4,680","1","2,653","1","3,356","2","1,913","3","4,838","4","2,181","1","2,695","7","3,210","3","2,705","0","2,183","1","2,930","2","2,274","0","3,569","4","4,811","3","3,688","2","4,644","2","1,744","1","3,606","0","1,062","1","912","1","2,927","1","45","0","5,172","1"
"3/19/2022","65,832","44","2,197","2","3,090","4","1,855","1","4,126","0","3,434","4","2,334","2","2,841","4","1,586","1","4,207","2","1,961","0","2,016","3","2,715","2","2,411","1","1,801","0","2,624","1","2,577","3","3,050","3","4,519","0","2,732","2","1,903","2","1,372","0","2,487","1","1,024","1","1,000","1","2,394","3","35","0","3,541","1"
"3/20/2022","41,054","39","2,835","2","2,378","2","766","1","2,013","4","1,694","3","1,817","3","1,016","0","560","2","3,567","4","1,181","0","1,039","3","1,341","2","1,221","0","1,297","1","2,062","0","832","3","1,406","1","2,334","1","2,005","1","2,482","1","576","0","2,642","1","437","0","278","0","1,250","0","11","0","2,014","4"
"3/21/2022","64,997","46","3,261","2","2,089","4","2,267","0","4,037","4","2,915","1","1,733","2","2,687","3","2,004","0","3,155","2","2,138","3","2,813","1","2,738","0","2,790","1","2,275","0","1,995","1","2,231","2","2,176","3","4,721","2","2,865","2","2,261","3","1,536","2","2,003","1","1,022","0","1,094","0","3,058","1","30","0","3,103","6"
"3/22/2022","101,086","43","5,561","2","4,811","4","2,578","2","5,295","7","5,196","1","3,299","0","4,371","4","2,198","1","5,558","3","2,884","0","3,138","2","4,194","2","3,548","1","2,652","2","3,639","1","3,043","0","4,592","2","6,401","0","4,070","2","5,053","1","2,047","0","4,933","5","1,415","0","1,192","0","3,510","1","89","0","5,819","0"
"3/23/2022","77,731","61","3,712","4","3,683","3","2,239","0","4,104","4","3,385","1","3,131","2","3,208","4","1,868","1","3,850","1","2,282","2","2,455","2","3,018","2","2,661","4","2,107","1","3,565","0","2,126","3","3,838","4","4,718","5","3,790","0","3,390","3","1,620","1","3,182","5","986","0","946","2","2,999","1","48","1","4,820","5"
"3/24/2022","66,919","59","3,500","4","3,254","2","1,742","2","3,916","4","3,222","2","2,293","2","2,790","5","1,599","1","3,246","2","1,951","0","2,210","4","2,674","1","2,432","1","2,232","1","2,609","0","1,892","3","3,034","2","4,143","2","3,009","7","2,488","1","1,242","2","3,194","3","941","0","784","1","2,386","6","43","0","4,093","1"
"3/25/2022","63,997","36","3,864","1","3,134","4","1,728","2","3,573","1","3,231","2","2,211","2","2,653","3","1,556","2","2,648","0","1,942","1","2,034","0","2,411","1","2,283","0","1,945","4","2,469","1","1,687","0","2,517","2","4,012","2","2,947","1","2,565","1","1,236","2","3,150","3","856","0","795","0","2,448","0","3","1","4,099","0"
"3/26/2022","59,130","29","2,305","2","2,900","0","1,675","0","3,624","3","2,964","2","2,106","0","2,681","1","1,470","1","3,806","2","1,381","2","1,955","2","2,438","2","2,118","0","1,490","1","1,748","0","1,930","1","3,062","3","3,720","3","2,591","0","2,547","0","934","1","2,365","2","817","0","676","0","2,670","0","34","1","3,123","0"
"3/27/2022","34,183","40","2,516","0","2,297","5","752","3","1,727","3","1,432","1","1,154","3","965","0","554","1","2,179","1","1,316","0","974","4","1,241","2","1,012","0","1,297","0","1,996","0","694","1","1,084","3","2,015","0","1,710","3","1,168","2","739","0","1,943","2","398","0","305","0","1,060","3","17","0","1,638","3"
"3/28/2022","66,050","42","3,526","1","2,996","1","2,184","0","3,945","7","2,822","5","2,444","2","2,596","2","1,895","0","3,579","1","1,744","1","2,716","1","2,291","2","2,483","2","2,284","0","1,660","1","2,232","4","3,028","4","4,909","1","2,611","0","2,053","2","1,483","0","2,560","2","938","0","958","1","2,837","1","34","0","3,242","1"
"3/29/2022","81,799","61","3,873","0","3,085","4","2,189","1","4,785","3","4,682","9","2,533","3","3,813","12","1,848","1","4,486","4","2,541","0","2,440","3","3,286","1","2,914","1","2,235","2","3,842","1","1,989","0","3,256","1","4,478","3","3,873","1","4,092","3","1,507","1","4,034","1","1,045","2","921","0","3,034","2","20","1","4,998","1"
"3/30/2022","60,109","49","2,711","1","3,692","3","1,590","2","3,290","0","2,855","2","2,169","2","2,401","2","1,402","3","3,300","4","1,969","0","2,008","6","2,248","3","2,059","3","1,854","3","2,616","2","1,636","0","2,367","1","3,525","2","2,506","1","2,537","0","1,146","1","2,810","2","736","1","627","0","2,248","2","26","1","3,781","2"
"3/31/2022","51,703","45","2,619","1","2,451","4","1,479","3","2,974","3","2,580","1","1,752","1","2,335","5","1,223","0","2,813","3","1,474","1","1,762","0","1,941","1","1,896","1","1,634","0","2,106","1","1,389","0","2,195","0","3,072","5","2,460","2","2,009","1","882","1","2,181","0","676","2","582","1","1,818","4","25","0","3,375","4"
"4/1/2022","48,666","58","2,464","1","2,613","4","1,435","1","2,725","4","2,340","5","1,429","4","2,010","2","1,108","2","2,696","4","1,497","1","1,593","0","1,968","1","1,676","0","1,464","3","1,769","3","1,373","3","1,972","3","3,038","2","2,109","5","1,885","1","951","4","2,402","3","594","0","558","1","1,908","0","28","0","3,061","1"
"4/2/2022","42,088","47","2,053","0","1,955","4","1,249","2","2,714","2","2,058","4","1,260","3","1,993","4","1,004","0","2,231","3","1,370","0","1,325","4","1,738","2","1,464","0","1,192","0","1,211","0","1,192","1","1,940","5","2,785","2","1,981","0","1,937","2","815","0","1,854","2","528","1","503","0","1,532","4","18","0","2,186","2"
"4/3/2022","20,886","29","1,112","0","751","0","465","0","1,220","3","1,230","6","1,248","0","709","1","339","0","1,084","0","674","0","654","2","821","1","684","2","614","1","1,113","0","465","0","753","1","1,317","3","991","2","800","1","321","1","1,417","1","233","0","170","1","680","1","3","1","1,018","1"
"4/4/2022","51,479","29","2,486","2","2,521","3","1,838","1","3,258","1","2,583","1","1,472","1","2,181","4","1,396","1","2,946","1","1,561","2","1,868","2","1,818","0","1,913","0","1,577","0","1,858","0","1,597","0","2,352","1","3,442","2","2,047","1","2,053","0","1,188","1","1,756","0","582","1","646","0","1,872","2","10","0","2,658","2"
"4/5/2022","52,411","64","2,599","2","2,406","1","1,428","3","3,081","7","2,503","0","1,887","2","2,237","6","1,365","1","2,504","3","1,544","0","1,751","4","2,107","2","1,806","1","1,621","6","2,074","4","1,242","0","2,176","1","3,125","4","2,380","3","2,317","1","1,046","0","2,664","2","641","0","624","0","1,819","3","40","2","3,424","6"
"4/6/2022","39,867","45","1,952","3","1,736","11","1,033","1","2,260","2","2,113","2","1,383","0","1,794","0","895","0","2,004","0","1,069","0","1,344","4","1,569","1","1,417","0","1,215","5","1,424","1","1,093","1","1,792","2","2,456","2","1,858","1","1,813","1","750","1","1,861","2","513","1","478","0","1,406","0","10","1","2,629","3"
"4/7/2022","36,200","64","1,731","0","1,437","3","1,055","2","2,071","4","1,809","1","1,353","2","1,537","5","786","1","1,855","5","1,189","1","1,143","3","1,462","3","1,321","2","1,099","1","1,592","0","947","1","1,508","3","2,440","2","1,610","3","1,475","9","742","1","1,635","5","392","2","377","1","1,233","0","3","1","2,398","3"
"4/8/2022","32,309","58","1,454","2","1,635","0","904","1","1,797","1","1,635","6","993","0","1,470","5","773","1","1,792","2","995","4","1,049","1","1,270","1","1,204","1","1,020","2","1,241","1","846","3","1,332","3","1,961","2","1,479","2","1,292","6","612","2","1,465","1","426","0","337","1","1,203","1","5","6","2,119","3"
"4/9/2022","28,879","68","1,372","2","1,217","4","848","1","1,980","6","1,502","3","950","2","1,202","6","634","0","1,367","3","913","0","934","5","1,181","2","1,125","1","920","4","1,193","0","701","1","1,264","2","1,907","2","1,469","2","1,184","6","562","1","1,345","6","358","0","302","1","1,024","3","6","2","1,419","3"
"4/10/2022","14,244","46","793","0","801","0","305","3","953","1","626","2","529","1","484","2","266","1","749","2","379","4","487","6","618","0","503","1","463","3","738","1","322","1","489","4","856","0","747","4","522","2","203","0","983","1","156","0","128","0","397","1","9","5","738","1"
"4/11/2022","39,501","36","1,969","0","1,828","4","1,163","0","2,561","3","1,993","3","1,142","0","1,701","3","993","0","2,147","2","1,262","1","1,396","6","1,606","0","1,440","0","1,131","1","1,362","0","1,225","0","1,720","1","2,476","2","1,663","1","1,778","2","826","0","1,277","1","532","2","487","1","1,549","1","6","1","2,268","1"
"4/12/2022","33,063","24","1,594","0","1,436","1","820","0","1,979","0","1,639","0","1,271","0","1,390","2","778","0","1,524","2","953","0","1,010","3","1,321","1","1,257","2","871","0","1,353","1","867","0","1,406","0","2,084","2","1,596","2","1,356","0","616","0","1,794","1","386","1","328","0","1,119","0","35","2","2,280","4"
"4/13/2022","24,967","54","1,180","2","902","3","703","1","1,458","2","1,221","0","876","2","1,048","1","539","0","1,251","2","687","1","794","1","1,003","1","939","0","732","8","992","1","788","0","1,073","5","1,590","6","1,198","1","1,116","4","503","0","1,255","3","298","1","253","0","882","2","20","2","1,666","5"
"4/14/2022","21,436","40","1,097","0","1,179","3","567","4","1,198","3","1,044","2","677","3","838","3","504","1","1,072","2","688","0","689","2","911","1","759","1","619","1","829","0","610","1","872","2","1,282","4","1,051","1","916","0","429","0","885","2","262","0","228","0","764","1","8","1","1,458","2"
"4/15/2022","18,109","37","946","0","867","3","472","4","1,231","3","855","1","645","0","774","2","398","1","969","0","494","1","638","2","685","0","673","1","521","3","707","1","514","2","667","5","1,070","0","866","0","717","2","331","1","918","2","210","0","170","1","624","1","5","0","1,142","1"
"4/16/2022","14,799","22","731","0","730","3","359","0","874","1","752","1","541","0","582","3","334","0","786","1","425","0","480","1","602","2","548","0","536","2","548","0","391","0","622","1","924","1","740","2","556","1","319","0","769","1","167","0","137","0","531","2","34","0","781","0"
"4/17/2022","7,337","24","400","1","333","2","128","1","533","3","330","2","218","1","223","0","121","0","387","1","210","1","245","1","284","2","299","3","220","2","489","0","154","0","252","2","559","0","362","0","270","1","126","0","450","0","76","0","43","0","231","0","10","0","384","1"
"4/18/2022","21,806","19","1,079","0","1,086","3","659","1","1,292","0","1,073","0","721","1","851","4","579","0","1,304","0","690","0","662","2","836","1","884","2","615","0","773","0","664","0","929","0","1,473","2","896","0","889","0","455","1","813","1","244","0","265","0","761","0","27","0","1,286","1"
"4/19/2022","18,311","26","890","0","781","2","377","1","1,021","1","924","1","576","0","824","2","442","2","805","5","517","1","548","1","782","2","689","0","586","3","757","0","512","1","816","1","1,142","1","831","0","799","1","375","0","932","0","245","0","182","0","666","0","11","0","1,281","1"
"4/20/2022","15,178","24","760","0","670","0","368","0","914","0","823","1","541","1","581","2","350","0","735","1","419","2","461","1","603","1","629","0","483","3","602","1","437","0","631","0","917","4","710","0","598","0","315","1","637","0","186","0","159","0","543","2","3","0","1,103","4"
"4/21/2022","13,184","32","654","3","587","0","344","0","790","1","647","3","452","0","533","2","269","1","707","3","413","3","446","0","517","0","576","2","411","1","537","2","352","1","543","2","802","1","590","1","504","0","278","0","499","1","171","0","166","1","455","2","2","0","939","2"
"4/22/2022","12,329","16","632","1","532","3","272","0","734","1","583","0","437","3","529","2","250","1","582","0","324","1","360","1","507","1","498","1","378","0","481","0","371","0","469","0","803","0","586","1","460","0","276","0","595","0","138","0","158","0","424","0","1","0","949","0"
"4/23/2022","10,364","18","557","0","538","2","271","0","564","1","559","1","340","0","517","0","229","0","549","1","279","0","301","1","383","1","378","0","304","0","493","1","285","0","449","1","705","1","500","2","406","1","232","0","433","1","107","1","124","1","358","2","2","0","501","0"
"4/24/2022","4,759","16","312","0","250","0","107","0","322","2","222","1","157","0","140","1","75","0","247","1","138","1","168","1","155","0","178","0","136","0","238","2","110","0","188","2","287","0","236","1","161","0","83","0","315","2","54","0","39","0","149","0","1","0","291","2"
"4/25/2022","13,552","16","635","2","665","0","332","1","735","4","668","1","450","1","557","0","329","0","787","0","392","1","468","1","529","0","583","0","396","2","494","1","428","0","575","1","891","1","501","0","560","0","314","0","486","0","178","0","175","0","530","0","6","0","888","0"
"4/26/2022","11,508","14","660","1","493","0","286","0","621","1","574","0","377","0","476","1","246","0","561","3","304","0","318","0","390","0","411","0","304","1","557","1","269","0","483","1","761","0","487","0","487","1","249","0","623","2","143","0","115","0","401","0","3","0","909","2"
"4/27/2022","9,104","19","482","2","466","3","238","0","467","0","458","0","301","0","346","2","189","0","477","0","234","0","290","1","373","0","348","1","249","0","402","2","234","0","414","1","595","1","401","0","390","3","153","2","395","1","99","0","119","0","325","0","1","0","658","0"
"4/28/2022","7,724","21","470","1","412","1","230","1","373","1","407","1","251","0","273","1","201","0","369","2","210","0","224","2","255","0","298","0","221","0","299","0","215","1","320","0","484","2","349","0","261","1","175","2","382","2","100","1","121","0","276","0","0","0","548","2"
"4/29/2022","6,450","12","374","1","311","1","178","0","475","0","273","0","211","0","238","3","130","1","289","1","166","0","204","0","260","0","251","0","193","0","318","0","179","0","271","1","424","0","276","0","227","0","117","1","242","2","74","0","66","0","245","0","1","0","457","1"
"4/30/2022","5,460","16","293","0","220","0","133","0","283","4","279","0","216","0","201","1","130","0","266","2","156","1","200","0","221","0","219","0","175","2","210","0","126","0","239","0","345","0","317","0","214","0","111","1","285","2","53","1","53","0","204","0","2","0","309","2"
"5/1/2022","2,646","9","163","0","136","1","57","1","187","2","123","2","95","0","79","1","36","0","126","0","73","1","86","0","100","0","128","0","73","0","150","0","81","0","96","0","189","0","111","0","81","0","35","0","158","0","22","0","17","0","78","1","0","0","166","0"
"5/2/2022","8,708","3","457","0","345","0","222","0","534","0","452","0","314","0","366","0","216","2","498","0","250","0","310","0","360","0","322","0","265","0","359","0","247","0","333","0","527","0","366","0","349","0","179","0","265","0","134","0","125","0","337","0","1","0","575","1"
"5/3/2022","7,434","12","366","0","338","2","193","0","404","0","313","0","236","1","272","0","140","0","359","0","242","0","234","0","323","0","274","1","240","1","350","2","222","0","347","2","414","0","355","0","283","1","151","0","411","0","81","0","119","0","236","1","2","0","529","1"
"5/4/2022","6,641","17","349","1","289","1","151","0","311","5","342","0","257","0","227","0","104","0","333","0","189","0","195","1","282","0","279","0","238","0","306","0","177","1","260","1","398","1","312","2","244","1","169","0","315","0","109","0","98","0","226","0","1","0","480","3"
"5/5/2022","3,590","7","198","1","177","1","89","0","254","0","174","0","135","0","109","0","55","0","215","0","87","0","72","0","153","1","113","0","128","0","171","0","96","0","149","0","215","2","169","0","117","2","70","0","217","0","33","0","41","0","105","0","0","0","248","0"
