"구분","총합계","","강남구","","강동구","","강북구","","강서구","","관악구","","광진구","","구로구","","금천구","","노원구","","도봉구","","동대문구","","동작구","","마포구","","서대문구","","서초구","","성동구","","성북구","","송파구","","양천구","","영등포구","","용산구","","은평구","","종로구","","중구","","중랑구","","기타","","타시도",""
"","확진","사망","확진","사망","확진","사망","확진","사망","확진","사망","확진","사망","확진","사망","확진","사망","확진","사망","확진","사망","확진","사망","확진","사망","확진","사망","확진","사망","확진","사망","확진","사망","확진","사망","확진","사망","확진","사망","확진","사망","확진","사망","확진","사망","확진","사망","확진","사망","확진","사망","확진","사망","확진","사망","확진","사망"
"11/1/2020","25","0","2","0","1","0","0","0","3","0","0","0","0","0","0","0","0","0","1","0","2","0","2","0","0","0","1","0","0","0","2","0","0","0","2","0","5","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","2","0","0","0"
"11/2/2020","22","0","2","0","0","0","0","0","0","0","1","0","0","0","4","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","1","0","1","0","0","0","3","0","1","0","2","0","1","0","0","0","2","0","0","0","0","0","1","0","1","0"
"11/3/2020","42","0","2","0","1","0","0","0","2","0","1","0","0","0","1","0","0","0","1","0","0","0","4","0","1","0","0","0","7","0","1","0","4","0","1","0","6","0","0","0","2","0","1","0","2","0","1","0","0","0","0","0","2","0","2","0"
"11/4/2020","50","0","2","0","1","0","0","0","2","0","1","0","3","0","0","0","0","0","0","0","0","0","2","0","3","0","0","0","5","0","4","0","1","0","1","0","9","0","1","0","2","0","1","0","3","0","0","0","0","0","1","0","1","0","7","0"
"11/5/2020","40","0","3","0","0","0","0","0","1","0","5","0","0","0","0","0","0","0","1","0","1","0","4","0","0","0","0","0","1","0","0","0","0","0","3","0","8","0","3","0","3","0","1","0","4","0","0","0","0","0","0","0","0","0","2","0"
"11/6/2020","37","0","3","0","0","0","0","0","3","0","3","0","2","0","0","0","0","0","0","0","1","0","2","0","1","0","1","0","3","0","3","0","6","0","3","0","0","0","0","0","0","0","0","0","2","0","0","0","2","0","0","0","1","0","1","0"
"11/7/2020","54","0","3","0","3","0","2","0","4","0","0","0","0","0","0","0","1","0","0","0","0","0","5","0","2","0","0","0","9","0","1","0","8","0","3","0","2","0","0","0","6","0","0","0","1","0","0","0","0","0","0","0","3","0","1","0"
"11/8/2020","46","0","1","0","1","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","1","0","2","0","3","0","1","0","3","0","5","0","5","0","0","0","4","0","2","0","1","0","8","0","2","0","0","0","0","0","0","0","1","0","2","0"
"11/9/2020","35","1","2","0","2","0","0","0","7","0","2","0","1","0","0","0","0","0","0","0","3","0","2","1","1","0","0","0","0","0","6","0","0","0","0","0","1","0","0","0","0","0","0","0","2","0","0","0","0","0","1","0","5","0","0","0"
"11/10/2020","45","0","1","0","1","0","0","0","5","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","2","0","1","0","4","0","0","0","1","0","5","0","1","0","0","0","2","0","1","0","0","0","1","0","1","0","12","0","4","0"
"11/11/2020","53","0","5","0","1","0","0","0","2","0","1","0","0","0","0","0","1","0","3","0","4","0","7","0","0","0","2","0","2","0","1","0","2","0","3","0","4","0","0","0","1","0","4","0","0","0","0","0","4","0","0","0","0","0","6","0"
"11/12/2020","74","0","3","0","1","0","0","0","7","0","2","0","1","0","1","0","2","0","6","0","3","0","11","0","1","0","3","0","1","0","4","0","2","0","2","0","4","0","1","0","1","0","1","0","4","0","0","0","1","0","4","0","5","0","3","0"
"11/13/2020","69","1","2","0","0","0","2","0","9","0","2","1","1","0","1","0","0","0","5","0","0","0","17","0","4","0","1","0","2","0","2","0","0","0","4","0","2","0","0","0","1","0","3","0","3","0","0","0","4","0","1","0","0","0","3","0"
"11/14/2020","85","1","2","0","5","0","0","0","9","0","0","0","0","0","4","0","0","0","11","0","1","0","2","1","2","0","2","0","6","0","4","0","1","0","6","0","12","0","1","0","0","0","1","0","2","0","2","0","3","0","3","0","4","0","2","0"
"11/15/2020","80","0","2","0","0","0","2","0","9","0","1","0","0","0","3","0","0","0","5","0","4","0","3","0","3","0","1","0","1","0","3","0","3","0","7","0","13","0","5","0","2","0","0","0","3","0","0","0","0","0","3","0","2","0","5","0"
"11/16/2020","90","1","0","0","3","0","1","0","4","0","1","0","1","0","6","0","1","0","3","0","7","0","2","0","2","0","6","0","5","0","10","0","3","0","4","0","9","0","2","0","2","0","0","0","2","0","2","0","1","0","1","0","6","1","6","0"
"11/17/2020","92","0","4","0","1","0","1","0","12","0","0","0","2","0","3","0","0","0","3","0","6","0","4","0","7","0","2","0","0","0","8","0","6","0","7","0","6","0","2","0","3","0","1","0","3","0","1","0","2","0","2","0","1","0","5","0"
"11/18/2020","109","1","6","0","6","0","1","0","3","0","1","0","1","0","1","0","1","0","9","0","11","0","2","1","7","0","4","0","5","0","9","0","5","0","7","0","8","0","1","0","7","0","1","0","4","0","1","0","1","0","0","0","1","0","6","0"
"11/19/2020","132","1","4","0","2","0","3","0","7","0","1","0","2","0","2","0","0","0","7","0","8","0","12","1","6","0","3","0","4","0","18","0","2","0","8","0","11","0","3","0","5","0","6","0","3","0","3","0","5","0","3","0","0","0","4","0"
"11/20/2020","156","1","12","0","4","0","1","0","5","0","4","0","3","0","5","0","1","0","4","0","4","0","7","1","19","0","6","0","12","0","16","0","3","0","4","0","9","0","6","0","9","0","4","0","4","0","2","0","1","0","1","0","1","0","9","0"
"11/21/2020","121","0","9","0","6","0","2","0","2","0","3","0","0","0","1","0","0","0","4","0","0","0","8","0","9","0","6","0","8","0","13","0","4","0","5","0","15","0","6","0","2","0","1","0","7","0","3","0","0","0","3","0","0","0","4","0"
"11/22/2020","112","1","4","0","4","0","1","0","4","0","2","0","2","0","4","0","0","0","2","0","1","0","0","0","8","0","14","0","6","0","15","1","1","0","3","0","9","0","3","0","3","0","2","0","9","0","3","0","0","0","5","0","2","0","5","0"
"11/23/2020","133","1","16","0","5","0","0","0","7","0","3","0","3","0","4","0","1","0","7","0","5","0","4","0","4","0","7","0","2","0","26","0","4","0","2","1","5","0","1","0","4","0","10","0","1","0","1","0","3","0","6","0","1","0","1","0"
"11/24/2020","142","0","14","0","4","0","4","0","9","0","4","0","4","0","0","0","1","0","5","0","2","0","1","0","7","0","10","0","7","0","20","0","2","0","6","0","6","0","6","0","3","0","7","0","4","0","1","0","7","0","5","0","0","0","3","0"
"11/25/2020","212","1","9","0","5","0","5","0","59","1","1","0","2","0","5","0","1","0","16","0","5","0","4","0","5","0","5","0","2","0","8","0","7","0","7","0","16","0","12","0","3","0","4","0","4","0","1","0","0","0","7","0","2","0","17","0"
"11/26/2020","204","0","5","0","2","0","1","0","56","0","8","0","1","0","7","0","4","0","11","0","3","0","5","0","9","0","2","0","1","0","12","0","6","0","4","0","10","0","14","0","5","0","6","0","2","0","2","0","2","0","11","0","1","0","14","0"
"11/27/2020","178","3","8","0","3","0","1","0","26","0","10","0","1","0","5","0","3","0","7","0","3","0","5","1","4","0","7","0","12","0","13","0","1","0","3","1","10","0","17","0","5","0","7","0","5","0","4","0","0","0","11","0","2","1","5","0"
"11/28/2020","158","1","6","0","5","0","2","0","15","0","3","0","6","0","7","0","2","0","13","0","5","0","5","0","9","0","7","0","8","0","8","0","2","0","7","1","6","0","11","0","4","0","2","0","4","0","1","0","3","0","8","0","1","0","8","0"
"11/29/2020","159","1","12","0","2","0","8","0","15","1","7","0","3","0","3","0","6","0","13","0","4","0","3","0","3","0","5","0","7","0","11","0","1","0","4","0","5","0","11","0","5","0","4","0","8","0","1","0","2","0","5","0","0","0","11","0"
"11/30/2020","155","0","12","0","5","0","4","0","15","0","7","0","5","0","5","0","2","0","7","0","7","0","1","0","4","0","6","0","3","0","11","0","2","0","7","0","7","0","10","0","14","0","3","0","3","0","0","0","1","0","3","0","2","0","9","0"
"12/1/2020","193","0","16","0","9","0","2","0","6","0","7","0","5","0","3","0","0","0","9","0","10","0","9","0","12","0","5","0","9","0","18","0","2","0","3","0","14","0","8","0","8","0","8","0","8","0","2","0","3","0","8","0","1","0","8","0"
"12/2/2020","262","2","13","0","8","0","2","0","18","0","10","0","8","0","2","0","0","0","9","0","3","0","9","0","14","0","5","0","9","0","13","0","8","1","13","0","23","0","9","0","9","0","8","0","10","0","3","0","0","0","21","1","22","0","13","0"
"12/3/2020","295","2","11","0","3","0","5","0","25","0","16","0","6","0","11","0","8","0","7","0","8","0","8","0","3","0","23","0","10","0","17","1","7","1","8","0","25","0","8","0","11","0","4","0","14","0","4","0","8","0","20","0","4","0","21","0"
"12/4/2020","235","3","12","0","7","0","3","0","23","0","10","0","5","0","4","0","5","1","7","0","3","0","4","0","8","0","15","0","3","0","14","0","7","0","11","0","12","0","9","0","6","0","8","0","22","0","5","0","9","0","8","0","4","1","11","1"
"12/5/2020","254","1","11","0","11","0","3","0","16","0","8","0","10","0","6","0","3","0","8","0","14","0","8","0","34","1","4","0","3","0","12","0","7","0","10","0","12","0","11","0","16","0","10","0","5","0","4","0","4","0","9","0","3","0","12","0"
"12/6/2020","244","1","13","0","5","0","9","0","11","0","13","0","12","0","6","0","4","0","9","0","6","0","7","0","18","0","8","0","8","0","14","0","0","0","4","0","16","0","9","0","5","0","9","0","13","0","5","0","6","0","14","0","12","1","8","0"
"12/7/2020","211","2","10","0","11","0","4","0","21","0","16","0","7","0","11","0","3","0","7","0","3","0","3","0","9","0","10","0","4","0","10","0","6","0","4","0","2","0","10","0","4","1","3","0","11","0","3","0","5","0","20","0","1","1","13","0"
"12/8/2020","262","1","16","1","12","0","5","0","24","0","19","0","6","0","12","0","1","0","7","0","8","0","12","0","14","0","9","0","10","0","9","0","1","0","5","0","10","0","14","0","6","0","5","0","15","0","3","0","7","0","20","0","3","0","9","0"
"12/9/2020","249","0","21","0","9","0","8","0","11","0","13","0","7","0","6","0","5","0","12","0","5","0","11","0","11","0","12","0","9","0","9","0","6","0","6","0","11","0","6","0","18","0","6","0","12","0","3","0","5","0","10","0","0","0","17","0"
"12/10/2020","252","1","15","0","9","0","3","1","30","0","15","0","6","0","9","0","0","0","5","0","3","0","9","0","19","0","8","0","7","0","12","0","9","0","6","0","8","0","16","0","11","0","8","0","11","0","2","0","3","0","16","0","0","0","12","0"
"12/11/2020","362","3","23","0","13","0","9","0","78","0","12","0","7","0","8","0","10","0","6","0","12","0","6","0","21","0","13","0","8","0","15","1","12","0","17","2","11","0","14","0","14","0","2","0","13","0","4","0","6","0","13","0","2","0","13","0"
"12/12/2020","399","0","15","0","17","0","5","0","47","0","20","0","10","0","8","0","11","0","3","0","13","0","13","0","20","0","16","0","14","0","13","0","14","0","17","0","28","0","17","0","12","0","10","0","14","0","7","0","3","0","21","0","15","0","16","0"
"12/13/2020","219","3","12","0","21","1","7","0","33","0","13","0","12","1","2","0","8","0","9","0","8","0","6","0","4","0","9","1","3","0","5","0","8","0","11","0","8","0","8","0","0","0","4","0","7","0","3","0","4","0","8","0","1","0","5","0"
"12/14/2020","251","3","18","0","9","0","12","0","31","0","17","1","8","0","9","0","4","0","7","0","7","0","8","0","18","0","8","0","10","0","5","0","5","0","8","0","13","1","6","0","7","0","2","0","14","0","2","1","7","0","4","0","4","0","8","0"
"12/15/2020","378","5","14","0","18","0","14","0","22","0","9","0","12","0","11","0","11","0","12","0","12","0","15","0","13","0","19","0","10","0","11","1","15","0","16","0","21","0","15","0","26","1","4","0","20","0","9","1","11","0","12","0","11","2","15","0"
"12/16/2020","422","5","16","0","19","0","17","0","24","0","16","0","7","0","15","0","8","0","8","0","7","0","14","1","23","0","30","0","11","0","14","0","21","1","9","0","24","1","18","0","37","1","10","0","5","0","9","0","8","0","14","0","6","1","32","0"
"12/17/2020","398","1","14","0","17","0","14","0","28","0","16","0","12","0","22","0","5","0","16","0","2","0","31","1","3","0","14","0","15","0","15","0","6","0","20","0","30","0","11","0","27","0","1","0","15","0","15","0","7","0","18","0","10","0","14","0"
"12/18/2020","380","2","12","0","12","0","6","0","29","0","13","0","14","0","13","0","6","0","10","0","9","0","21","0","12","0","10","0","6","0","12","0","4","0","13","1","22","0","9","0","22","0","7","0","19","0","36","0","10","0","22","0","12","1","19","0"
"12/19/2020","472","2","17","0","9","0","9","0","30","0","12","0","5","0","17","0","2","1","6","0","8","0","10","0","7","0","17","0","10","0","5","0","6","0","8","0","5","0","6","0","16","0","3","0","16","0","18","0","5","0","11","0","208","0","6","1"
"12/20/2020","327","6","14","0","5","0","8","0","16","0","17","0","5","0","17","1","16","0","9","0","7","0","12","0","14","0","11","0","12","0","20","0","9","0","12","0","12","1","12","0","14","2","7","0","12","0","30","0","7","1","18","0","2","1","9","0"
"12/21/2020","316","8","12","0","4","0","6","0","18","0","14","0","8","0","14","1","6","0","31","0","12","1","9","0","8","1","11","0","13","0","10","0","6","0","17","0","7","0","9","0","11","0","8","0","8","1","14","0","10","1","18","0","19","1","13","2"
"12/22/2020","375","1","13","0","7","0","8","0","21","0","18","0","18","0","4","0","8","0","18","0","2","0","10","0","11","0","31","0","9","0","8","0","10","0","15","0","21","0","23","0","17","0","6","0","24","0","14","0","6","0","14","1","25","0","14","0"
"12/23/2020","319","2","7","0","3","0","9","0","34","1","15","0","13","0","16","0","3","0","11","0","11","0","10","0","14","0","22","0","9","0","5","0","6","0","10","1","27","0","11","0","8","0","8","0","10","0","7","0","4","0","14","0","19","0","13","0"
"12/24/2020","552","1","9","0","7","0","6","0","19","0","16","0","13","0","3","0","4","0","5","0","5","0","9","0","18","0","21","0","5","0","6","0","2","0","13","0","13","0","15","0","8","0","13","0","18","0","9","0","5","0","8","0","290","0","12","1"
"12/25/2020","465","7","11","0","16","0","7","0","33","0","18","1","6","0","42","0","10","0","21","0","22","2","16","0","11","0","14","0","8","0","12","2","6","0","12","0","26","1","33","0","23","0","11","0","35","0","9","0","2","0","22","0","17","1","22","0"
"12/26/2020","362","2","17","0","5","0","7","0","24","0","23","0","5","0","22","0","12","0","9","0","12","0","11","0","8","0","15","0","2","0","14","0","9","0","12","0","24","0","19","0","8","0","7","0","9","0","12","0","8","0","16","0","38","2","14","0"
"12/27/2020","299","2","19","0","14","0","10","0","8","0","7","0","7","0","6","0","9","0","14","0","8","0","12","0","10","0","10","0","4","0","11","0","13","1","10","0","16","1","15","0","4","0","6","0","18","0","8","0","6","0","28","0","14","0","12","0"
"12/28/2020","520","8","10","0","3","0","12","0","11","0","26","0","4","0","9","0","4","0","17","1","7","0","6","1","12","0","9","0","5","1","13","0","2","0","14","0","16","0","15","1","7","0","2","0","10","0","10","0","4","0","33","0","245","3","14","1"
"12/29/2020","387","5","15","0","6","0","14","0","16","0","24","1","13","1","12","0","14","1","17","0","8","0","11","0","16","0","5","0","7","0","17","0","8","0","20","0","20","0","18","0","9","0","9","0","17","0","4","0","5","0","27","0","43","1","12","1"
"12/30/2020","366","5","10","0","7","0","7","0","12","0","27","0","17","0","16","0","11","0","15","0","9","0","13","0","17","1","11","0","11","1","9","0","7","0","16","0","17","1","24","0","10","0","1","0","9","0","13","0","3","0","21","0","43","2","10","0"
"12/31/2020","357","5","5","0","5","0","13","0","7","0","12","0","7","0","7","0","6","0","8","0","11","1","7","0","16","0","7","0","8","0","5","0","7","0","7","0","14","0","13","0","15","0","2","1","10","1","10","1","1","0","20","1","131","0","3","0"
"1/1/2021","250","4","3","0","10","0","15","0","13","0","5","0","2","0","2","0","1","0","10","0","7","0","6","0","37","0","7","0","10","0","8","1","10","0","10","1","8","0","5","1","15","0","7","0","14","0","11","0","1","0","8","0","20","0","5","1"
"1/2/2021","198","3","3","1","13","0","18","0","11","0","4","0","4","0","11","0","4","0","11","0","5","0","5","0","6","0","5","0","4","1","9","1","0","0","8","0","12","0","26","0","8","0","3","0","5","0","4","0","0","0","3","0","9","0","7","0"
"1/3/2021","329","4","12","0","7","0","14","0","15","1","6","0","11","0","8","0","5","0","11","0","10","0","6","0","10","0","8","0","2","0","4","0","8","0","9","0","8","1","9","1","13","0","0","0","3","0","4","0","2","0","14","0","124","1","6","0"
"1/4/2021","199","11","10","0","10","0","16","0","4","1","6","0","6","0","9","2","7","0","6","0","4","0","13","0","8","0","5","1","7","0","2","0","4","0","7","0","11","0","10","0","13","0","3","0","6","4","4","0","1","0","11","0","6","3","10","0"
"1/5/2021","263","3","7","0","2","0","8","0","21","0","7","0","5","0","21","1","3","0","13","0","12","0","10","0","9","0","5","0","11","0","12","0","5","0","14","0","20","1","14","0","8","0","6","0","12","0","12","0","1","0","7","0","5","1","13","0"
"1/6/2021","297","6","13","0","10","0","14","0","14","0","5","0","16","0","7","0","6","0","8","0","7","0","5","0","4","0","6","1","14","0","7","1","4","0","17","1","8","0","11","0","8","0","2","0","16","0","5","0","4","0","9","0","69","2","8","1"
"1/7/2021","191","10","8","0","9","0","2","0","9","2","5","0","2","0","9","0","4","1","5","0","9","0","4","0","4","0","7","1","11","0","4","0","4","0","16","0","16","0","8","1","10","1","8","0","8","1","2","0","3","0","9","0","4","3","11","0"
"1/8/2021","188","0","10","0","4","0","8","0","7","0","10","0","6","0","4","0","1","0","2","0","6","0","7","0","8","0","9","0","7","0","7","0","1","0","6","0","15","0","14","0","15","0","1","0","12","0","4","0","0","0","4","0","5","0","15","0"
"1/9/2021","187","7","9","0","10","0","6","1","3","0","8","0","7","0","9","0","1","0","5","0","5","0","5","0","7","0","3","0","12","1","3","0","3","0","7","0","10","0","12","0","9","1","2","0","9","1","9","0","0","0","7","1","14","2","12","0"
"1/10/2021","141","8","7","0","7","0","2","0","3","0","2","0","5","0","3","0","2","0","8","0","6","0","13","0","10","0","3","1","6","0","3","0","4","0","2","0","10","0","6","2","4","0","2","0","8","1","4","1","0","0","6","1","3","2","12","0"
"1/11/2021","167","10","9","0","9","0","6","0","3","0","6","0","2","0","8","0","1","0","11","0","8","0","12","0","7","0","9","0","2","0","4","1","8","1","2","1","4","0","6","0","1","0","3","0","12","1","6","1","3","0","11","0","12","4","2","1"
"1/12/2021","152","2","9","0","6","0","4","0","14","0","6","0","3","0","1","0","2","0","10","0","9","1","7","0","8","0","5","0","1","0","1","0","4","0","8","0","12","0","7","0","3","0","1","0","5","0","1","0","4","0","6","0","8","1","7","0"
"1/13/2021","134","2","6","0","3","0","8","0","7","0","4","0","3","0","3","0","2","0","2","0","3","0","9","0","4","0","12","1","4","0","4","0","0","1","6","0","6","0","2","0","6","0","7","0","4","0","4","0","5","0","5","0","6","0","9","0"
"1/14/2021","127","2","3","0","10","0","3","0","2","0","4","0","6","0","9","0","5","0","4","0","6","0","9","1","6","0","8","0","3","0","2","0","2","0","2","0","5","0","2","1","6","0","4","0","6","0","2","0","2","0","7","0","2","0","7","0"
"1/15/2021","156","8","7","0","7","1","4","1","5","0","4","0","4","0","3","1","2","0","6","0","4","0","7","0","9","0","4","0","1","0","5","0","9","0","12","0","11","1","4","1","3","0","8","0","7","0","1","0","1","0","7","1","12","2","9","0"
"1/16/2021","145","3","7","0","1","0","2","0","9","1","7","0","3","0","10","0","5","0","8","0","1","0","13","0","5","0","1","0","5","0","4","0","5","0","7","0","5","0","11","0","2","0","2","0","11","0","4","0","2","0","5","0","2","1","8","1"
"1/17/2021","132","6","5","0","4","0","7","0","3","1","2","0","3","0","2","0","7","0","5","1","3","0","11","0","5","0","6","0","8","0","7","0","12","0","5","0","6","0","6","1","5","0","4","0","3","0","3","0","2","0","2","0","4","3","2","0"
"1/18/2021","101","6","7","0","3","1","4","0","4","1","2","0","2","0","9","0","1","0","1","0","4","0","6","0","4","0","2","1","4","0","1","0","1","0","4","0","10","0","9","1","1","0","4","1","2","0","1","0","4","0","5","0","0","1","6","0"
"1/19/2021","143","2","8","0","4","0","2","0","8","0","5","0","3","0","4","0","0","0","6","0","11","1","4","0","2","0","6","0","3","0","6","0","5","0","7","0","4","0","11","0","6","1","3","0","2","0","2","0","1","0","13","0","6","0","11","0"
"1/20/2021","125","6","8","0","2","0","1","0","4","0","1","0","3","0","6","1","1","0","12","1","3","0","4","0","4","0","6","1","4","0","3","0","9","0","1","0","3","0","15","1","3","0","4","0","5","0","4","0","1","0","5","0","3","0","10","2"
"1/21/2021","115","5","11","0","5","0","4","1","4","0","2","0","1","0","2","0","2","0","8","0","3","0","0","0","7","0","4","0","2","0","8","0","4","0","3","0","7","0","7","0","5","0","0","0","4","0","2","0","3","0","8","1","1","2","8","1"
"1/22/2021","127","4","8","0","7","0","3","0","11","0","5","0","4","0","1","0","1","0","3","0","2","0","3","0","7","0","7","0","4","1","4","0","6","0","3","0","9","1","7","1","5","1","2","0","5","0","1","0","3","0","11","0","1","0","4","0"
"1/23/2021","133","3","13","0","1","0","2","0","7","0","4","0","1","0","5","0","0","0","10","1","11","0","11","0","1","0","6","0","5","0","5","0","1","1","2","0","5","0","2","1","5","0","3","0","3","0","5","0","4","0","7","0","6","0","8","0"
"1/24/2021","101","4","2","0","7","0","5","1","8","0","10","0","3","0","2","0","0","0","4","0","0","0","7","0","4","0","4","0","2","0","4","0","1","0","9","1","1","0","1","0","4","0","2","0","5","0","4","0","5","0","2","1","0","0","5","1"
"1/25/2021","104","3","4","0","5","0","5","0","3","0","4","1","1","1","3","0","0","0","10","0","8","0","9","0","5","0","2","0","0","0","5","0","0","0","6","0","2","0","3","0","4","0","2","0","3","0","6","0","4","0","2","0","3","1","5","0"
"1/26/2021","129","3","5","0","2","0","6","0","5","0","7","1","3","0","11","0","1","0","3","1","4","0","9","0","2","0","3","0","4","0","4","0","7","0","6","0","6","0","3","0","2","0","5","0","4","0","2","0","5","0","5","0","8","0","7","1"
"1/27/2021","105","4","0","0","4","0","1","0","4","1","7","0","6","0","6","0","3","0","2","0","7","0","4","0","0","0","4","0","1","0","4","0","2","0","2","0","4","0","2","1","4","0","3","0","8","0","2","0","3","0","3","0","10","1","9","1"
"1/28/2021","112","6","10","0","2","0","1","1","3","0","7","1","2","0","4","0","4","0","4","0","3","0","4","0","4","0","3","0","4","1","1","1","1","0","2","0","11","0","5","0","6","0","3","0","2","0","1","1","6","0","3","0","13","1","3","0"
"1/29/2021","152","6","7","1","7","1","2","0","4","0","9","0","2","0","4","0","1","0","10","0","4","0","5","0","2","0","1","1","1","0","3","0","13","0","15","0","4","0","4","1","2","0","4","0","5","0","1","0","3","0","9","0","20","1","10","1"
"1/30/2021","99","1","7","0","7","0","1","0","3","0","4","0","0","0","5","0","0","0","5","1","7","0","6","0","10","0","1","0","3","0","3","0","2","0","6","0","4","0","1","0","4","0","4","0","2","0","1","0","1","0","5","0","6","0","1","0"
"1/31/2021","107","1","7","0","2","0","2","0","4","0","4","1","1","0","2","0","4","0","8","0","1","0","21","0","2","0","2","0","0","0","6","0","2","0","4","0","4","0","2","0","5","0","4","0","0","0","0","0","1","0","3","0","12","0","4","0"
"2/1/2021","128","1","6","0","6","0","7","0","4","0","5","0","6","0","4","0","2","0","4","0","3","0","14","0","3","0","8","0","6","0","2","0","3","0","8","0","4","0","0","0","4","0","6","0","1","0","3","0","0","0","5","0","6","1","8","0"
"2/2/2021","188","1","8","0","10","0","11","0","3","0","11","0","4","0","5","0","3","0","5","0","6","0","15","0","8","0","4","0","4","0","3","0","7","0","7","0","13","0","1","0","9","0","4","0","8","1","2","0","3","0","9","0","17","0","8","0"
"2/3/2021","172","2","6","0","6","0","9","0","4","0","3","0","7","0","7","0","3","0","8","0","6","0","6","0","5","0","5","0","4","0","6","0","4","0","9","0","12","0","9","0","4","0","7","0","2","0","2","0","4","0","19","0","9","2","6","0"
"2/4/2021","126","3","1","0","1","0","6","1","4","0","4","0","5","1","2","0","3","0","8","0","4","0","4","0","4","0","1","0","6","1","4","0","5","0","7","0","1","0","1","0","2","0","9","0","4","0","1","0","3","0","17","0","10","0","9","0"
"2/5/2021","143","1","7","0","4","0","6","0","7","0","6","0","3","0","3","0","1","0","9","0","4","0","2","0","4","0","4","0","5","0","4","0","5","0","11","0","7","0","5","0","3","0","8","0","5","0","1","0","2","0","9","0","7","1","11","0"
"2/6/2021","144","5","2","0","4","0","2","1","3","0","7","0","5","0","3","0","3","0","12","0","12","0","3","1","6","1","2","0","7","0","1","1","4","1","12","0","8","0","4","0","4","0","8","0","10","0","1","0","1","0","2","0","11","0","7","0"
"2/7/2021","112","1","4","0","2","0","4","0","1","0","4","0","3","0","4","1","4","0","5","0","6","0","3","0","4","0","7","0","2","0","4","0","3","0","4","0","6","0","3","0","4","0","7","0","4","0","5","0","1","0","7","0","6","0","5","0"
"2/8/2021","90","2","3","0","1","0","7","0","2","0","4","0","2","0","2","0","1","0","5","0","6","0","5","0","6","0","2","0","2","0","4","0","2","0","3","0","1","1","3","1","3","0","5","0","2","0","5","0","0","0","2","0","9","0","3","0"
"2/9/2021","175","2","6","0","10","0","3","0","6","0","5","0","6","0","6","0","3","0","4","0","6","0","4","0","2","0","5","0","4","0","6","0","3","0","6","0","5","0","6","0","9","0","14","0","12","0","3","0","9","0","11","0","4","1","17","1"
"2/10/2021","183","4","2","0","13","1","9","0","3","0","9","0","5","0","17","1","2","0","3","0","6","0","12","0","9","0","2","0","3","0","3","0","8","0","7","0","11","0","3","1","8","0","9","0","7","0","1","0","7","0","7","0","9","1","8","0"
"2/11/2021","158","4","1","0","14","0","6","0","1","1","6","0","7","0","26","0","3","0","10","0","3","0","6","0","7","0","4","0","1","0","2","0","7","0","9","0","8","0","3","1","5","0","5","0","10","0","1","0","1","0","5","0","3","2","4","0"
"2/12/2021","136","1","1","0","11","0","1","0","3","0","7","0","7","0","12","0","2","0","6","0","2","0","4","0","5","0","1","1","3","0","4","0","3","0","10","0","9","0","4","0","7","0","7","0","4","0","3","0","2","0","9","0","6","0","3","0"
"2/13/2021","152","3","3","0","1","0","3","0","2","0","3","0","0","0","19","0","2","0","6","0","3","0","4","0","4","1","4","0","3","0","0","0","5","1","1","0","9","0","4","0","9","0","14","0","10","0","2","0","1","0","10","0","19","1","11","0"
"2/14/2021","150","1","4","0","13","0","3","0","3","0","5","0","2","0","14","0","1","0","2","0","3","0","4","0","5","0","4","0","1","0","3","0","3","1","10","0","9","0","5","0","12","0","8","0","6","0","2","0","6","0","1","0","10","0","11","0"
"2/15/2021","161","3","4","0","4","0","7","0","5","0","7","0","0","0","16","0","2","0","13","0","7","0","7","1","7","0","7","1","2","0","4","0","4","0","2","0","6","0","5","1","9","0","11","0","4","0","1","0","7","0","2","0","12","0","6","0"
"2/16/2021","258","1","7","0","9","0","4","0","4","0","18","0","5","0","10","0","5","0","11","0","8","0","9","0","15","0","9","0","7","0","8","0","13","0","6","0","21","0","7","0","10","0","28","0","10","0","0","0","4","0","7","1","11","0","12","0"
"2/17/2021","185","2","5","1","8","1","2","0","5","0","13","0","5","0","9","0","1","0","9","0","3","0","2","0","8","0","5","0","2","0","8","0","6","0","19","0","12","0","6","0","6","0","14","0","9","0","1","0","8","0","5","0","7","0","7","0"
"2/18/2021","180","2","5","0","8","0","6","0","4","0","7","0","10","0","16","0","2","0","5","0","7","1","6","0","5","0","1","0","7","0","3","0","4","0","17","0","16","0","4","1","9","0","10","0","9","0","3","0","0","0","4","0","3","0","9","0"
"2/19/2021","122","1","5","0","4","0","3","0","3","0","2","0","3","0","5","0","2","0","3","0","7","0","3","0","7","0","0","0","2","0","2","0","4","0","4","0","12","0","13","0","8","0","10","0","5","0","0","0","2","0","0","0","3","1","10","0"
"2/20/2021","130","0","2","0","1","0","5","0","3","0","7","0","13","0","7","0","2","0","7","0","1","0","7","0","6","0","4","0","4","0","5","0","2","0","4","0","7","0","7","0","6","0","5","0","5","0","0","0","2","0","5","0","8","0","5","0"
"2/21/2021","106","4","7","0","4","1","2","0","6","0","5","0","7","0","1","0","1","0","8","0","0","0","1","0","5","0","1","0","3","0","5","0","7","0","8","0","5","0","11","1","5","0","4","0","1","0","2","0","1","0","2","0","2","1","2","1"
